CR560Q03TT,CR560Q08TT,CR565Q02TT,CR565Q05TT,CR455Q02TT,CR544Q10TT,CR544Q13TT,CR551Q01TT,CR551Q09TT,CR551Q11TT,CR551Q05TT,CR551Q08TT
96151,101563,137877,130349,173818,65001,38891,80782,23200,96031,52524,71729
65354,73516,95362,58830,168364,58759,388125,85416,82023,191672,27172,68052
50949,43062,177067,98351,118308,80820,174869,180145,15845,149659,89670,56266
22222,83415,49821,46552,67627,23195,58307,17625,41972,52560,58008,41210
70770,15713,76323,237477,72204,59090,78209,163364,12106,144432,29899,25419
164044,26306,234579,92185,143608,200698,118917,47197,65716,82991,103659,14984
69763,136439,126258,152093,321932,63697,45301,66304,67507,28721,51963,49497
177187,48395,84783,156957,130250,230980,44038,181997,11561,220574,29349,109015
210117,47589,87022,75646,124537,231311,82551,134977,12739,127357,41045,56163
80155,52685,129613,95656,160286,160812,221623,83955,64024,139704,62196,101731
35559,45148,83852,39171,82144,60298,59250,60749,35653,137711,46260,24151
88147,30885,105343,84242,46919,65248,99662,62143,8616,107271,33379,30767
152110,22644,125982,59639,89964,209393,131776,119537,14231,187085,77690,98121
102789,71532,82727,152191,172104,184549,171038,54795,17572,153429,42163,43065
77349,62040,99872,185671,137710,73180,276171,42868,62435,77570,75726,63565
55108,191888,36452,41848,95789,38306,192490,149320,43017,116507,40072,48192
84960,71691,125070,116633,83881,195109,126042,49667,54007,89793,55390,39543
106095,45309,94194,104466,150951,184995,132910,81128,12572,69625,80131,93649
118600,23081,159726,66617,144323,129846,124457,206461,14041,236971,66062,29186
121659,52565,124792,102296,142070,161318,148679,74626,24820,96495,47879,61308
133669,36560,228962,132018,107595,103976,119177,32123,24681,42888,104945,65729
136243,46494,100885,86817,115757,142243,173338,220826,23189,73193,133445,56924
160254,27520,126804,68513,114247,81873,150738,113482,52339,58429,66338,28816
175893,36153,53548,61447,107448,251360,190014,198578,32164,219836,39448,161993
67184,36238,124862,104396,157451,133615,225677,100855,23081,209891,59747,73921
64347,84804,69757,32577,113903,161014,49712,26797,62609,73770,35891,47794
69846,38777,97712,117724,63961,127345,108911,100329,16935,157700,45940,62821
168796,51294,203199,237790,272335,71066,77422,49256,40814,73269,42493,72188
131262,87637,144339,84579,109541,166205,21554,31618,71709,72724,60779,73323
116355,44984,87657,184966,236305,131907,67130,100357,9644,187248,106408,84516
248756,33544,117010,76275,115405,21264,43088,199649,25122,91985,36847,114814
110219,71287,143651,134996,114908,153784,96746,106485,65590,90339,66808,63043
223369,16980,73465,69413,64584,232183,79594,160130,7114,22684,40377,66850
141885,55114,142489,56798,117786,182204,23012,142919,13502,21780,48619,117221
177991,51007,241634,90954,168061,71838,60464,141446,34015,25623,27840,31436
47504,81723,74519,66968,45424,88464,125439,129879,30403,97857,64323,46185
226710,52569,72982,75435,97001,109757,21186,187501,18082,39836,32707,22426
42952,163116,155896,129421,146593,65936,72618,117506,31693,60359,45581,64063
129696,70669,216120,113263,121009,7490,65242,38594,26611,44702,55520,45123
110476,36085,371568,120844,107149,129065,87158,29102,31246,65704,66689,101878
72849,40764,148594,222085,215877,117795,103187,105139,20144,343670,38957,42891
43909,39148,71708,100557,68207,103652,56585,92564,21614,101199,69251,65323
31583,27105,109955,50055,120498,19597,100976,15096,4922,42873,9022,6253
73398,35212,49318,68050,51078,86925,145024,59185,45384,125196,125908,83275
98925,35035,90935,149275,103662,152605,93670,22407,9238,158880,119085,59745
122839,91059,90817,54076,89885,220556,87298,72116,15418,77746,129010,67276
399661,56575,228144,134402,254002,526849,34537,323489,53555,476887,64327,255828
110954,47549,54612,110578,110067,211104,112854,95655,94882,90169,53403,54771
188759,64633,83143,44565,80994,169392,111069,88966,20074,58667,70898,44533
101643,79317,53659,51607,107783,126289,89368,68561,54520,108256,81759,66614
90933,38824,78437,112538,129432,30176,25220,149235,69894,583835,59695,16259
78653,55679,90918,42345,103518,130305,67185,78125,20051,47136,28121,71565
6831,6609,47078,22614,573421,7206,19300,109114,2941,20911,21029,3675
137543,87252,91186,77866,399239,115427,17373,44412,6650,24114,72270,25998
146587,110101,164876,63770,182058,29079,64471,109723,33754,28877,91761,57880
152178,104741,101092,76867,323566,228892,216333,87183,44703,163277,84250,76130
54063,29180,47268,30865,58076,115465,34380,89252,35770,33058,29613,29499
128636,41486,74560,73144,85554,75880,27787,49463,30841,62921,56609,45691
119926,53934,67354,59965,92908,170283,84511,117091,43376,124266,82393,76415
81855,69390,74717,89463,108584,166415,108003,69266,27286,89319,191358,76092
64056,66258,100281,59107,74049,70728,70097,55698,32147,65789,45833,66492
151886,19758,87255,93437,154377,152408,84473,214839,21622,36457,34492,35743
75396,38731,41299,28612,431868,18371,117220,106338,13794,209931,27231,6319
140457,47349,145742,206009,271287,70875,56384,83404,9272,120374,118234,53608
80167,66653,202731,106141,29980,96832,180749,27093,51593,144903,125335,30533
132443,99254,56514,81483,101021,83541,46294,51629,17351,27152,116737,18220
235649,122734,195394,114009,106977,131454,16982,42034,38537,49628,86978,58157
130091,109899,88505,77393,96366,84237,7212,15621,5772,22739,4876,5900
71377,54267,90610,61916,151588,142530,153827,96421,17272,101745,92051,61788
202131,93380,95334,69470,152793,238828,78409,111944,39409,88408,47832,28163
97089,76431,175407,120944,150971,160055,89571,71442,24733,40098,70581,102841
155488,277635,204260,86852,104898,2633,5590,3251,3261,14984,9845,3513
121157,32194,75359,62602,108662,198531,71159,85356,23096,95058,45043,66467
98806,69472,62895,49472,91969,103509,53371,52925,29119,153149,47043,136685
135074,57451,97664,106752,103478,145610,98240,96347,29318,112935,65009,69826
53642,21028,106531,34071,42325,22506,48824,38377,9961,51018,50219,20981
144448,63993,237126,81171,150098,130478,190681,82417,32270,202443,35274,29518
167453,38071,59077,78785,87229,176408,99497,120634,20405,32173,19158,78057
249628,96560,214859,108130,118820,211956,59624,51910,84861,69291,61688,45101
107733,41987,120149,113170,114679,28322,10339,147867,71197,79598,47120,72096
56107,103553,145646,62336,96491,102181,117902,25470,50964,72657,55589,82252
141318,69948,87547,182012,87332,36247,15188,28326,28092,27951,33724,34243
112031,82474,59463,57914,84592,156051,97817,108124,36637,88591,38080,33348
146031,28097,130048,71528,136678,109992,118232,101258,42882,44606,24084,87028
124973,63321,70553,102490,96496,145496,145048,139434,45645,45868,56534,34929
120388,63897,91328,89836,85216,167483,117356,71440,21107,116465,47514,102276
229344,110718,244118,91718,89796,80163,160322,32271,24012,51755,128666,17653
46386,35380,56663,52855,39974,54682,48732,39418,57758,192476,73494,39414
377010,79872,268144,112681,105213,219975,47520,93503,19083,18089,67932,110188
150902,105651,101021,64017,124630,51189,14416,118888,14883,115761,42016,20926
166379,65928,229455,124717,172653,103532,35674,81625,16568,56077,32047,26919
120503,93565,188688,107349,112876,81298,49152,68272,62822,207952,44813,124089
23375,38601,141411,63545,207092,44802,139206,105195,74028,119006,109446,69702
27331,87888,174751,149556,112313,111553,76397,94722,27612,66933,95184,77541
131274,61822,98850,88186,143158,61933,140806,255448,43294,190434,77076,42294
79315,40009,54386,63146,74050,124536,59682,117036,37808,89758,26582,37459
57096,60501,65474,49518,105886,65106,87248,77067,61345,133131,84796,76410
124054,31103,158710,170361,64179,137870,112292,74519,30377,181029,87194,62810
149173,64111,76846,161412,95353,183071,64419,73241,32191,14720,87176,88864
162272,69398,161271,123168,189902,86647,33616,142399,51361,182455,58459,67484
105892,160256,148006,156537,137200,191469,148886,149313,47881,173564,71408,104967
116430,21045,63625,95727,94584,181153,81065,54740,21723,90290,54648,40080
178521,30685,120158,88804,73160,172699,165247,116527,6014,36930,49588,43229
93128,128502,231793,104730,141955,145585,259299,23003,95673,196546,113156,148718
222415,57224,188158,143691,178512,115193,164803,103487,36224,116302,109267,121693
130928,26153,230157,176936,444932,148287,153696,122391,22981,155241,38520,34675
203819,61584,412584,413161,231078,177818,130523,128639,28279,30064,88137,77977
295989,30678,156136,117783,113698,56649,14687,120560,13938,139910,61164,62894
301012,73958,160054,101358,263345,143083,162879,29054,42729,23183,51440,24491
74116,45666,65128,112574,120595,84238,82808,76434,54151,235387,55916,84283
3836,13500,92872,57558,127944,3942,6303,60040,2132,91526,71146,2809
107819,47399,86250,169238,118987,47316,142494,52643,23170,127588,53995,72527
58531,32403,146359,110673,132002,90299,90651,109315,58970,163821,23466,36571
74404,51042,130786,56159,54884,93422,166805,70735,52256,171685,63422,66059
130915,27353,233166,162627,146478,153224,172966,94564,32247,85299,80067,57440
53624,46882,173474,122949,91776,97130,161263,70776,62099,164980,199879,38410
213447,21659,249838,87934,189049,174660,14860,111581,18437,27434,24736,102888
208557,62020,133281,139566,131194,266745,110099,128984,30182,73689,124516,70309
93550,122151,150885,46747,103210,86563,88847,15499,13311,38871,96888,17346
208774,27820,87156,52150,89011,149013,39081,96534,8942,38265,48330,7034
17852,13427,46990,19766,50048,10982,35865,19322,4705,15828,54941,6501
180037,57665,200750,88349,204231,154903,149716,56986,75300,29107,83724,75306
199706,99838,173351,200009,107622,146720,65887,68946,37283,50773,35499,24337
122230,154463,222052,238449,70406,26460,23629,59980,30973,124128,67085,53873
103160,23529,71013,70589,218823,72653,78505,123519,21684,45844,150515,35565
90939,18578,97008,45121,108075,33658,134945,34249,28551,25617,44153,35427
103368,51550,173646,261855,118532,34713,91003,119563,71880,98191,55599,36862
86230,59281,197410,167561,60881,115253,139349,83067,56657,137960,53528,84145
273821,69163,190508,101067,215436,102235,48047,21409,1703,87479,67451,19233
69750,35821,50545,81291,165611,135449,101951,142529,24953,237144,50581,54370
312477,30055,181334,36583,32431,484174,86540,81415,2364,38892,72232,34952
67555,60397,95627,131179,158033,35858,103700,48010,14741,95928,58430,125230
80459,55083,286416,404497,171489,41084,59391,18806,2625,99077,75944,2120
47046,67962,137058,213453,139960,98272,156678,158333,14649,237621,247365,64400
98241,42621,92862,58314,45708,92003,165881,27727,26138,215574,99172,90205
153016,62865,197862,157628,155730,29978,165253,36045,31132,29782,70308,29094
177208,27118,82595,93153,129769,211636,124627,127094,28201,148306,127640,104518
23107,72885,83986,83816,97514,41853,160930,153310,34713,104646,46881,49455
60652,62933,76924,97615,181460,66384,185541,42984,57408,326869,103904,61001
106197,54138,196955,101381,137364,87685,109162,32905,32275,93601,161858,68800
157645,94184,325309,155131,421454,24637,101048,61353,30667,159107,101718,19365
118191,109289,214742,142139,206858,105833,94633,57265,34382,110568,458341,124286
213317,73702,294310,249318,103736,119546,231604,106549,18518,296248,128488,87730
68649,72086,267440,73798,119064,55965,119327,35400,34656,219736,83055,41605
126014,83939,114870,77732,86559,37792,82649,60621,24561,56847,61902,33506
259560,101022,549449,119579,142872,52877,31694,43771,2315,9300,3173,3676
231995,25927,116729,46151,340814,159676,35474,124536,12112,76985,19766,83049
21993,104646,159507,62582,126311,90129,98786,59058,20078,107214,67469,21904
90091,98373,100180,81225,90400,110226,206555,101186,13302,122491,62963,70452
89198,28865,88969,58928,60760,105593,56211,98347,38668,65455,85757,32035
444481,96173,201175,52722,52132,69467,246057,79607,38461,305170,163803,26784
134474,25050,88169,72753,167924,149483,141044,134230,8843,63494,29708,76398
28892,49197,92537,70999,98054,73620,58116,119928,51408,167617,55546,113372
80762,50912,156122,106717,118253,58519,30887,22081,66406,68729,75737,28899
106800,58015,145744,182819,135202,107155,162534,98044,47512,209218,73461,37966
88242,58844,89884,108698,76596,34409,110875,80967,36853,114834,34060,42568
99178,36892,154259,121328,223540,139578,84290,117913,12320,382440,67587,99091
279909,55095,109028,127392,82636,277298,108815,344387,18777,103347,105468,128709
121349,81747,222967,206915,179350,87663,44029,100696,15388,76343,115773,84834
113553,153524,205258,183098,144268,68744,78971,70707,13701,88481,66444,30762
187809,33655,281399,77747,81848,167552,108762,191493,10731,194792,123133,88497
90311,67826,284198,264956,348976,106897,203379,43249,36768,25464,79759,32422
164322,179350,255424,96354,118814,84680,78281,107127,55019,446526,264902,109202
65595,97581,158524,81532,148564,106767,192487,79662,16059,189273,34048,87785
70768,49940,106200,143873,175678,47554,139092,121614,29039,108502,190897,55848
151681,64323,193193,106388,103957,154349,109967,118910,54120,120676,41501,82496
196752,110276,125842,219808,126410,167080,55245,128625,61840,202194,52420,58603
63980,38322,130245,191547,197330,103539,291235,32169,15896,176075,67037,62749
77012,83042,228663,351132,175422,58710,230092,27392,13170,47446,152659,45990
77498,56453,137565,82179,96391,90981,205306,100439,16944,260757,49898,91366
118668,100039,182664,156801,149506,82533,181893,52844,70466,138752,63874,53663
128901,69184,97278,79702,123372,46392,90525,141174,46567,123129,77038,98581
267847,66653,215268,206697,141110,213087,71880,50657,1792,9064,82078,11244
204933,19041,101036,111774,100387,246565,86989,163080,48058,97730,49241,39776
157098,34137,223715,125864,237310,95073,69322,101116,27683,176271,77447,56980
98678,47766,124969,79058,85157,49185,153132,42323,37637,73178,136707,50685
199710,50000,151286,244188,178948,212293,82920,95486,16592,83035,50567,24246
76109,40995,81097,54926,93574,83897,95027,156452,18933,157613,33538,57110
30034,120839,247867,123508,345168,133702,192331,74043,36182,56246,108114,39368
57339,22108,217273,93770,88292,30174,68203,87012,41813,24035,53464,127091
120660,15431,154553,92464,106945,102356,198989,136785,18189,346294,62622,78048
188362,68227,311593,102596,156450,128431,65472,156256,21005,92691,21859,27578
74640,35436,265177,213003,131082,68778,280341,134164,13926,267355,150556,106848
68875,30361,72584,88276,133026,126552,94082,93477,12241,282634,76236,79925
36179,77487,111244,113551,80227,99437,208657,125715,47086,535738,46071,72872
34785,155354,328546,160678,171075,35754,88716,76020,3277,37092,43243,15185
132881,66052,106759,126492,139081,121573,196551,116348,82181,21284,83062,46811
46738,31536,97683,109926,23010,61402,210416,81409,36697,266106,43775,98103
101396,43237,104493,47672,110467,90557,76773,64630,42913,98929,53627,23177
76275,23390,225746,134078,96511,81967,131603,89144,15802,312897,60521,86205
185892,48457,194041,242100,257936,215212,77101,124998,26802,60894,50911,32179
146388,18379,156858,123415,73465,143678,115944,144485,28427,319268,74508,170475
79575,47743,121672,127774,121806,130557,164445,33252,33035,60478,74113,55469
97508,16009,157512,69918,49452,85078,186162,97035,30712,316298,63306,57073
32812,36221,210955,312261,165129,40607,11077,82479,19055,88812,158260,22670
88779,28205,169760,152282,180608,32719,246638,82975,37875,174995,82413,81317
72321,29116,135010,55393,151217,94784,176195,164029,8004,251721,41746,32399
108803,36382,67428,81226,96285,57441,430880,173406,55000,231618,121213,79063
2952,4677,232191,36833,138512,20303,12115,41224,8599,398393,205014,6823
220400,101037,152997,241899,106484,178661,256634,81263,28391,60153,69343,49321
202503,26120,109796,107536,237505,227622,131558,101784,45559,139194,99566,60633
142788,16658,135801,144846,87451,88141,145459,64038,66020,203205,106426,60434
134235,60222,273944,149457,287681,133014,97762,90714,22489,182045,65451,69515
53894,58930,105344,114531,180922,112229,91964,114492,26684,131280,135166,52147
137930,66597,77073,43260,66744,221681,58355,176919,50332,181969,17465,85306
41354,27760,100242,82729,47599,65394,95627,42468,37629,140808,90494,32706
133498,178371,209770,205827,224918,84488,266181,40102,42414,109916,149093,36773
136709,22986,197691,158970,159396,134665,206333,32707,37334,99289,49122,60553
125105,57145,94288,81711,150542,82285,34099,105865,45552,83849,63596,59106
199494,42219,185615,194670,207913,191153,55547,77578,15943,70226,47469,86801
61158,91893,138222,153650,99371,41445,70178,26498,33729,73375,79599,10622
14535,44179,87261,46529,75767,104742,246101,31142,55476,348506,119484,53941
130596,41354,138531,248252,105272,159533,202813,111145,28553,69650,48022,81862
52968,28705,273038,65853,34275,73330,251744,47089,20898,271040,105107,75371
181357,31881,155897,167929,142430,190519,153944,92656,20464,309069,43859,138565
181175,51442,74585,114549,70704,203204,181277,214299,9623,287504,76698,84065
102009,80419,357473,184105,128155,93634,175372,55223,16210,138675,59955,61045
55920,54768,143122,158160,130475,135020,213794,106268,20154,65058,91741,50974
95559,41458,191137,181113,140918,116059,152522,102989,19541,92429,132360,24886
20043,8102,72190,10902,20344,3545,19691,2816,2897,20617,12976,2868
118334,48815,73957,99247,130167,120435,77537,187870,35034,192982,55029,95720
87648,17695,96848,139773,150533,121645,262295,142022,18741,358937,35010,126000
156746,57607,96974,56494,75634,95199,141409,86126,35432,86900,36390,76576
154703,38040,182639,115538,73957,158367,66033,98601,10458,61830,100369,14503
63621,54007,174929,112645,92590,121045,329929,45512,30522,273030,257517,58958
42503,44606,29956,47770,30780,11266,29317,46505,33398,29887,67738,44479
152464,219934,124257,96772,40947,73946,217260,41106,51313,148550,78806,78038
222912,23809,149781,176770,197866,122939,146769,59116,7309,95761,147454,90003
234095,61457,242200,182540,120926,129322,68881,103395,42019,86042,79348,61291
62533,70058,242643,137288,287438,55471,346600,25526,17568,94747,59347,37054
46509,20760,61966,75950,91119,103365,29822,107945,8465,32298,40541,26674
43828,45913,77611,38029,56201,77541,115365,101649,25028,79809,80371,64282
147034,101055,118433,70903,156089,131301,108721,160971,48033,81843,60890,8148
66164,62736,192784,140228,137661,84202,149003,32215,41332,196846,41463,80103
93721,72134,246691,150578,220594,127017,140154,131042,34292,123189,76890,107521
150092,39539,214126,166015,172599,125865,256353,149845,25240,188691,63199,81680
110083,51918,95800,201884,105087,170922,65469,49986,25074,50160,46569,27392
27853,41129,89800,81231,160880,90514,113501,91478,11541,256209,126713,94234
97150,73669,201885,122739,129853,96878,160606,47641,26520,349100,111299,64303
52931,20333,116601,102248,46577,83568,32286,104311,14989,237144,28769,44223
93557,14024,130875,67501,189250,132831,117031,47425,9788,162797,123098,74728
22933,48885,115237,71748,197699,45522,59304,106319,62040,64437,98258,50250
101177,14777,156959,89676,79770,111146,284926,73410,10014,201168,67054,58467
115681,19423,152761,102025,67702,88942,131380,65357,22790,179299,104763,45731
50984,26122,107654,122065,113737,137566,290768,109437,24335,136299,77811,76653
56233,107601,241607,123036,105836,148595,296740,98700,29681,76470,60452,48219
147305,59479,180796,118710,189671,24948,96636,140931,40946,64896,80274,77418
51222,30598,156584,112817,176216,34555,256799,109531,37226,574231,55912,31972
79772,34302,235957,276240,251929,83862,144345,48302,57979,176492,53743,39360
112434,28010,286350,87110,148733,158583,201973,44697,17293,54175,101255,44621
35337,70610,158055,184157,39377,85505,265979,50875,34592,498774,70158,34154
172656,36314,104302,43582,92703,127942,128871,57651,45223,162575,92897,32842
65574,85546,495569,217837,265382,59791,126676,50767,41495,211084,72615,28675
103098,60947,141124,212948,102519,76325,58174,74251,25046,305907,53339,38456
99249,25610,76337,34425,51897,27909,153000,69777,35313,113890,42993,53907
75606,48069,116024,118677,129389,195452,73254,61507,10326,61837,73699,111227
34562,48732,159551,307033,131928,83997,124289,79949,9600,133021,79434,81058
24515,17793,85391,55481,92862,29675,122304,23939,22678,210705,65465,19169
142569,17140,119597,66932,102227,117502,197103,76500,11012,198885,115457,77452
57193,42719,90297,216599,99054,123903,100507,155579,22948,119027,56762,63266
145403,84773,116512,129295,130163,244562,58826,148769,80413,86570,43704,67134
49430,33022,65060,52504,123730,61828,74150,65324,103982,17095,48234,30429
105591,32538,143300,85789,156978,146361,217092,146618,42127,116281,56427,35201
55813,49203,396213,192551,110183,78668,264434,82426,11544,200493,138805,96511
108720,70095,65724,77245,102283,121996,83784,63295,47461,120206,29973,122946
140730,34127,108724,118566,142393,127705,143822,229560,69135,358018,49373,59975
84926,65384,204404,234025,182550,93946,70781,91232,74258,187718,64998,50525
110399,24023,274820,155838,146936,134973,187795,83182,46567,69738,24544,32212
113599,28777,150475,75771,169171,162240,218727,123463,9194,238723,68672,78291
75262,53713,140793,99112,124815,104338,63744,176725,10060,70971,48441,99761
88167,65673,159293,160639,68024,150164,254940,163871,16445,234843,44593,99299
89215,41270,112217,85166,108891,99143,111626,128067,24708,163474,57152,34085
28673,23070,134494,47777,79638,8795,40459,18631,1706,21249,19022,4081
23803,54224,111737,197097,164831,78400,122262,77836,18239,237190,76820,37038
105750,43304,77759,38823,63361,119983,137935,139759,42327,146969,568249,75866
73567,35730,118959,99930,235089,182734,131559,39362,14901,108590,184374,136521
36211,36468,115747,95724,60935,36785,107067,38442,39357,121244,41294,44290
69664,40504,159471,112386,111860,116034,158647,60673,28349,118144,35175,96821
119219,58442,129566,66772,82487,329509,60214,162848,15765,58825,145737,55155
75614,98222,280892,218565,265829,97748,148913,126971,51012,41162,65821,36755
133493,18466,176701,155270,145689,154851,136323,132130,59872,314199,47579,147626
107521,46902,169932,99159,214291,100691,92435,70705,28374,352361,77727,98553
90961,47801,114581,65646,78531,536,631,86002,844,263520,36721,535
1713,31016,85286,89108,45499,28664,150247,53489,761,52549,44921,893
47648,71666,268153,295204,192550,16943,135566,123032,45104,62483,71799,58348
71728,28543,92568,83602,82970,93330,167380,55855,11201,396870,82603,87700
129342,66252,166386,215587,101581,112752,99142,81855,72818,119423,153946,36286
63905,78440,146888,75966,82771,86428,238626,134195,60751,183762,55662,122281
48573,92352,185337,222482,307213,119090,229234,77752,54495,138510,70533,114222
109369,56054,107688,87203,133142,74010,130659,99173,55604,329287,75139,41342
87589,59161,98790,108835,74203,162429,77943,37000,10504,66169,116359,55652
60806,27344,136035,54914,115508,69562,95122,66002,8703,170899,61165,116449
76310,99749,129725,135407,182473,126082,130896,176249,77832,110571,29203,71773
152912,51678,131487,145874,162528,127944,97696,75641,36658,162143,81428,44322
91326,44967,82156,290944,79715,128922,265021,120295,16085,109907,60312,49835
141898,75918,255962,137521,102007,178800,99700,44164,14004,105394,123754,90883
131995,34913,158714,89102,124980,201939,141414,232578,26905,419218,75496,27979
105624,16451,91311,66174,73792,183758,77907,148909,52725,182404,42814,97529
82656,79151,161773,108822,166322,103370,183918,73426,26541,184648,81262,169229
93897,84095,279879,123273,94143,118374,282777,43137,22981,194641,97542,74969
99759,57010,177681,179416,181076,86261,67089,60256,44646,123025,54764,51407
41378,30820,82579,95779,87365,47007,104220,49410,18824,307314,62839,80723
131573,21429,117293,107515,66175,161601,122606,65967,82249,199733,81693,95717
136208,55684,186735,222503,172841,178136,256332,88971,34989,41953,77586,20664
63230,155582,157176,89335,200811,84059,178778,130793,41209,208175,76998,28589
120370,20394,96170,101875,58931,128645,137406,99080,8973,281555,32762,41763
201935,54276,106384,81235,73847,61371,75776,40297,30784,37759,35663,10611
169602,28785,100631,94828,97827,154028,224859,104898,53861,109928,130077,38525
110727,30416,87915,80130,99872,134790,65580,154347,15737,88107,46427,95391
131492,62088,209134,124711,106593,216216,91718,157869,54070,14121,156971,40070
191490,69959,226053,97841,139925,90150,166648,78036,21564,88288,123203,40197
110904,44939,87128,53853,111953,70652,208691,190744,46646,130477,92847,54980
89712,46338,322626,204929,120778,68849,227164,71307,24996,167450,93225,84041
85214,50585,151353,232028,256931,82196,238798,67407,41559,154185,107866,65773
44544,53737,174182,244029,75881,44603,81774,60912,56179,92539,64130,30766
34287,40453,134738,115710,20063,46692,153705,80671,18218,155601,16495,62074
159471,24709,121705,167838,94680,134186,94593,213982,6945,199178,87054,61794
147091,79275,83276,64817,63676,129387,140986,56883,14750,239298,84226,80520
36417,35169,98993,103707,106860,53429,149739,97570,2820,39565,40790,9830
33349,51204,120184,85549,153046,77599,256806,205894,25545,505237,91698,36045
61232,64691,122185,118031,93804,66184,105182,24863,49333,61858,88832,54694
163473,34441,163293,74654,132077,184705,110467,103935,12084,70385,67061,96500
113730,42605,186004,84521,211924,165849,247909,42444,20991,100661,78776,62710
53824,46962,154708,241875,126724,80749,141318,41974,20363,322320,67092,61226
132327,36137,185203,155553,114115,144242,174186,100661,33766,88595,27070,40914
95662,108634,160017,95229,180351,88869,290849,36213,45591,107064,60123,25397
93844,94957,146552,148934,83014,25868,115449,22527,38132,132638,86881,65987
44873,53766,162874,104728,77202,121688,136681,77716,23281,540899,61401,66451
59858,65643,198405,153545,138303,83902,146411,18391,41196,224245,95016,26149
188678,40671,232429,105220,104198,152460,118938,270470,15384,128432,138476,32521
24670,28710,150566,47669,113688,19030,86694,34518,28316,30356,31760,17134
122126,19653,133970,182607,205027,213930,262993,90917,62213,86519,69188,89963
216351,49546,146777,77715,151067,174779,159479,138631,43975,178442,85677,89926
31914,13913,210530,32933,97295,23229,46611,107450,31922,149849,313344,41128
65876,45579,155596,78001,96221,106627,126258,26628,52096,370706,77494,78022
60688,40321,101940,101439,107643,68297,155696,33249,42032,269501,80738,48106
116927,39132,146178,157688,126664,205650,224238,120530,38103,150076,112882,85819
138516,53273,165008,72161,95355,158431,158537,124835,10977,91042,91165,58084
40669,83824,270685,341042,115411,108311,236318,32743,14978,361933,167693,96242
126105,35303,179144,122273,223090,150870,130784,310393,20437,100235,123712,68053
145742,32124,140323,106618,106410,182278,135107,208708,52509,185107,43902,54092
58663,37787,249976,190469,199628,7980,44113,7125,2899,42630,15546,3230
127981,90264,165241,124681,112485,28965,70453,21176,35513,100709,96907,17921
175734,28683,99804,87070,127114,222335,44312,358711,20716,81372,41913,60487
196062,24189,82989,79445,103788,26264,13654,40473,30744,62005,63547,76667
116430,75786,97961,133462,80702,42988,129726,33875,47102,93675,62937,69206
17654,31920,101641,48224,42014,26439,25777,36675,7244,104395,24357,6564
134204,39043,175572,120351,84359,149330,78785,92960,31746,26713,28895,89616
59329,52506,77315,13526,36726,142915,41102,291677,80211,71463,21097,130637
139084,41952,151168,21646,89221,195966,159447,156701,32083,151524,81011,94199
46594,36932,102930,66246,90073,94967,90567,136393,24783,99528,76549,52755
162994,86031,129709,53718,143605,65087,118617,64471,65407,64348,53734,35963
48464,72167,110283,114032,50678,54617,70310,99082,54166,112820,128906,74466
133735,72356,100450,70337,123266,79316,81884,35785,91995,79971,59314,35784
205902,116765,111042,103471,145198,28949,51780,56381,35511,51408,70292,36748
100022,51284,121854,93866,112115,171831,58227,48568,40189,82463,164049,49200
231552,48250,234222,109285,121963,33033,11973,31445,28825,46971,145837,34073
106389,67403,143738,37581,188116,138828,91276,81130,14483,110653,113950,91320
100598,33779,191187,182441,123519,15180,155776,84369,24497,187368,38746,31023
172561,23139,115600,84479,114238,167938,103638,157689,23599,66204,84389,94204
154719,32959,93669,48540,109906,175207,29552,51145,18435,51471,55528,23517
85927,26991,110787,58658,123850,121437,53511,125021,20750,220768,21312,74780
187618,64781,86620,115480,165549,50319,79605,97915,47054,25587,56341,52317
136909,45215,89611,92722,86656,59713,25767,57605,39062,68362,100056,99313
106990,52605,86523,50212,104405,170120,118444,113408,14361,110741,114363,94098
152632,18890,85281,62218,103400,172791,42067,131790,17620,66495,69211,87263
161167,37291,105912,50710,82460,137330,98302,96234,10420,100526,57026,80937
277329,55309,56903,110107,56688,324098,23645,122106,54251,22352,55965,65491
159072,51456,118368,111065,36892,198802,126917,105111,13382,28500,71188,67082
49470,60267,82019,28666,70640,89963,46581,44954,22213,120261,39993,55865
25597,38903,126935,84976,57503,126100,44519,138862,76948,73527,53788,26234
171364,17643,145864,226184,27634,173486,94297,155806,4518,139150,48307,70625
261562,54142,102291,82656,124387,198214,64642,172826,70612,95482,24505,50589
127685,109535,152595,90058,188342,181072,83531,127687,24142,78500,39589,101746
222579,118350,175642,82215,154581,183180,149074,68557,61855,148168,152261,99197
189903,23698,131891,21713,62868,285462,52432,52930,14148,75192,88723,27745
165362,28638,162043,90573,157981,139160,116734,136216,18405,154060,135529,61923
205321,26761,288762,140540,110532,42664,123328,84311,73343,164206,78662,48919
177310,69085,4410,39222,61414,6770,31060,51564,11461,184404,123115,119961
69699,92927,78679,77401,157841,60879,102304,80477,24697,150629,69346,68733
159422,17997,174877,110369,86887,172692,48092,77719,32104,133348,52837,77729
109252,48949,183018,166883,155895,96350,335796,63843,17829,98207,67569,75337
124700,41299,91288,73179,99724,140129,46967,172509,23576,112704,27844,78974
115326,64644,110533,75487,184145,115294,259733,94324,41691,174620,106907,67635
62781,63114,69247,40789,133589,74584,79976,22385,57823,58075,84879,86778
197345,38647,142961,181812,194382,66852,18750,86374,45994,89714,71639,55861
